cod_mun;tipo;total;sus;naosus
3553005;5;1;1;0
3553104;3;2;2;0
3553104;6;1;1;0
3553203;3;6;5;1
3553203;6;1;1;0
3553302;1;2;2;0
3553302;20;1;;1
3553302;2;1;1;0
3553302;3;13;9;4
3553302;6;3;3;0
3553302;30;2;2;0
3553302;48;1;1;0
3553302;8;3;1;2
3553302;9;1;1;0
3553401;20;1;;1
3553401;3;17;13;4
3553401;6;6;6;0
3553401;30;1;;1
3553401;10;2;2;0
3553401;5;1;;1
3553401;8;2;2;0
3553500;3;3;3;0
3553500;6;2;2;0
3553609;12;1;1;0
3553609;3;4;4;0
3553609;6;1;1;0
3553609;5;1;1;0
3553658;20;1;1;0
3553658;6;1;1;0
3553708;12;1;1;0
3553708;1;1;1;0
3553708;15;1;1;0
3553708;20;6;5;1
3553708;2;1;1;0
3553708;3;42;42;0
3553708;6;5;5;0
3553708;30;2;1;1
3553708;35;2;2;0
3553708;10;2;2;0
3553708;5;1;1;0
3553708;48;1;1;0
3553708;56;6;4;2
3553708;8;3;3;0
3553708;65;1;1;0
3553807;20;1;1;0
3553807;3;12;12;0
3553807;6;3;3;0
3553807;56;2;2;0
3553807;9;1;1;0
3553856;3;1;1;0
3553856;6;1;1;0
3553906;3;2;2;0
3553906;6;3;3;0
3553955;20;2;2;0
3553955;3;5;5;0
3553955;6;1;1;0
3554003;13;1;1;0
3554003;14;1;1;0
3554003;1;3;1;2
3554003;15;4;2;2
3554003;20;3;1;2
3554003;2;1;;1
3554003;26;1;;1
3554003;3;52;33;19
3554003;6;14;14;0
3554003;30;6;2;4
3554003;31;2;;2
3554003;10;3;2;1
3554003;38;1;;1
3554003;41;3;2;1
3554003;4;7;;7
3554003;43;1;;1
3554003;5;10;7;3
3554003;48;1;1;0
3554003;51;1;;1
3554003;54;5;4;1
3554003;56;6;2;4
3554003;58;2;1;1
3554003;59;3;;3
3554003;8;12;6;6
3554003;62;3;2;1
3554003;9;11;5;6
3554003;65;1;1;0
3554003;66;1;;1
3554102;12;10;4;6
3554102;13;3;3;0
3554102;14;4;;4
3554102;1;8;8;0
3554102;15;3;;3
3554102;20;36;13;23
3554102;17;1;1;0
3554102;23;1;;1
3554102;2;18;17;1
3554102;25;1;;1
3554102;26;5;1;4
3554102;28;1;;1
3554102;3;342;296;46
3554102;6;14;14;0
3554102;30;34;12;22
3554102;31;9;2;7
3554102;32;1;1;0
3554102;33;2;2;0
3554102;36;1;1;0
3554102;10;20;6;14
3554102;38;9;6;3
3554102;41;3;1;2
3554102;4;5;3;2
3554102;42;1;;1
3554102;43;7;4;3
3554102;5;32;19;13
3554102;45;1;;1
3554102;47;2;;2
3554102;48;5;4;1
3554102;51;8;6;2
3554102;54;13;7;6
3554102;55;3;2;1
3554102;56;24;16;8
3554102;57;17;14;3
3554102;58;23;18;5
3554102;59;8;5;3
3554102;60;3;3;0
3554102;61;1;;1
3554102;8;112;89;23
3554102;62;3;1;2
3554102;9;29;9;20
3554102;63;1;1;0
3554102;65;2;1;1
3554102;66;4;3;1
3554201;3;2;2;0
3554201;6;1;1;0
3554300;20;1;;1
3554300;3;17;13;4
3554300;6;5;5;0
3554300;10;1;;1
3554300;55;1;;1
3554300;56;1;;1
3554409;3;3;3;0
3554409;6;1;1;0
3554508;12;1;;1
3554508;13;1;;1
3554508;15;1;1;0
3554508;20;1;1;0
3554508;3;21;12;9
3554508;6;3;3;0
3554508;30;2;;2
3554508;10;1;1;0
3554508;38;1;;1
3554508;5;1;;1
3554508;54;1;1;0
3554508;56;2;1;1
3554508;8;5;3;2
3554508;9;1;1;0
3554607;48;1;1;0
3554656;3;1;1;0
3554706;3;3;3;0
3554706;6;3;3;0
3554755;3;3;3;0
3554755;6;1;1;0
3554805;2;1;1;0
3554805;3;6;3;3
3554805;6;4;4;0
3554805;8;4;3;1
3554953;6;3;3;0
3554953;8;1;1;0
3555000;13;2;;2
3555000;15;1;1;0
3555000;20;10;3;7
3555000;24;1;1;0
3555000;3;93;85;8
3555000;6;6;6;0
3555000;30;7;3;4
3555000;31;2;1;1
3555000;10;2;1;1
3555000;38;1;1;0
3555000;39;1;1;0
3555000;5;1;1;0
3555000;48;1;;1
3555000;51;2;2;0
3555000;54;6;4;2
3555000;55;1;;1
3555000;56;2;1;1
3555000;57;1;1;0
3555000;58;2;;2
3555000;8;10;4;6
3555000;9;2;1;1
3555000;66;1;;1
3555109;26;1;1;0
3555109;3;2;2;0
3555109;6;2;2;0
3555109;5;1;1;0
3555109;8;2;1;1
3555208;3;1;1;0
3555208;6;1;1;0
3555307;3;1;1;0
3555356;3;20;20;0
3555406;14;1;1;0
3555406;20;6;3;3
3555406;2;2;2;0
3555406;3;151;148;3
3555406;6;15;15;0
3555406;7;1;;1
3555406;30;3;1;2
3555406;31;1;1;0
3555406;32;1;;1
3555406;10;3;3;0
3555406;5;3;2;1
3555406;48;1;1;0
3555406;51;1;;1
3555406;52;1;1;0
3555406;56;1;;1
3555406;58;1;1;0
3555406;8;16;14;2
3555406;9;4;4;0
3555505;3;1;1;0
3555505;6;2;2;0
3555604;3;9;9;0
3555604;6;2;2;0
3555703;3;1;1;0
3555703;6;1;1;0
3555802;3;4;4;0
3555901;6;1;1;0
3556008;3;3;3;0
3556008;6;1;1;0
3556008;8;4;2;2
3556107;20;1;1;0
3556107;3;5;3;2
3556107;8;1;1;0
3556206;13;1;;1
3556206;1;6;4;2
3556206;15;3;;3
3556206;20;5;;5
3556206;24;1;;1
3556206;2;12;9;3
3556206;26;2;1;1
3556206;3;118;94;24
3556206;6;1;1;0
3556206;30;9;2;7
3556206;31;2;1;1
3556206;32;2;2;0
3556206;35;3;1;2
3556206;10;3;1;2
3556206;38;2;1;1
3556206;41;3;;3
3556206;4;8;8;0
3556206;5;12;7;5
3556206;48;3;2;1
3556206;51;1;;1
3556206;54;8;6;2
3556206;56;7;3;4
3556206;58;7;7;0
3556206;59;5;2;3
3556206;61;1;;1
3556206;8;39;25;14
3556206;9;6;4;2
3556206;65;1;;1
3556305;20;2;1;1
3556305;3;6;4;2
3556305;6;2;2;0
3556305;8;3;2;1
3556354;3;4;4;0
3556354;6;3;3;0
3556404;1;2;2;0
3556404;20;3;3;0
3556404;2;1;;1
3556404;3;24;24;0
3556404;6;11;11;0
3556404;10;1;1;0
3556404;5;1;;1
3556404;54;2;1;1
3556404;59;1;1;0
3556404;8;5;2;3
3556404;9;1;1;0
3556453;15;1;;1
3556453;20;2;1;1
3556453;3;11;8;3
3556453;6;3;3;0
3556453;4;1;;1
3556453;43;1;;1
3556453;5;2;1;1
3556453;48;1;1;0
3556453;56;1;;1
3556453;8;5;5;0
3556453;9;1;;1
3556503;20;1;1;0
3556503;3;26;20;6
3556503;6;12;12;0
3556503;10;1;1;0
3556503;41;1;1;0
3556503;5;1;1;0
3556503;51;1;1;0
3556503;54;2;2;0
3556503;56;1;1;0
3556503;58;1;1;0
3556503;8;12;12;0
3556602;3;4;3;1
3556602;6;1;1;0
3556701;12;2;1;1
3556701;1;2;2;0
3556701;20;5;2;3
3556701;23;1;1;0
3556701;2;2;1;1
3556701;26;1;;1
3556701;3;39;32;7
3556701;6;1;1;0
3556701;30;1;;1
3556701;31;3;;3
3556701;35;2;2;0
3556701;10;1;1;0
3556701;41;2;;2
3556701;5;3;2;1
3556701;47;1;;1
3556701;51;1;;1
3556701;56;3;1;2
3556701;8;20;13;7
3556701;9;5;3;2
3556701;65;2;1;1
3556800;20;1;;1
3556800;2;1;1;0
3556800;3;3;3;0
3556800;6;4;4;0
3556800;5;1;;1
3556800;8;1;1;0
3556909;3;6;6;0
3557006;15;1;;1
3557006;20;1;;1
3557006;26;1;;1
3557006;3;48;21;27
3557006;30;2;;2
3557006;31;1;;1
3557006;35;1;;1
3557006;10;1;;1
3557006;38;1;;1
3557006;41;3;2;1
3557006;4;5;5;0
3557006;43;1;;1
3557006;54;1;1;0
3557006;55;1;;1
3557006;56;1;1;0
3557006;8;24;22;2
3557006;65;1;;1
3557105;13;1;1;0
3557105;1;7;6;1
3557105;15;2;;2
3557105;20;20;15;5
3557105;17;2;2;0
3557105;21;1;1;0
3557105;2;3;3;0
3557105;3;173;156;17
3557105;6;25;25;0
3557105;7;1;;1
3557105;30;7;2;5
3557105;31;1;;1
3557105;35;2;2;0
3557105;10;9;3;6
3557105;38;5;1;4
3557105;41;1;;1
3557105;4;2;;2
3557105;43;2;;2
3557105;5;4;3;1
3557105;48;3;1;2
3557105;51;4;4;0
3557105;54;9;6;3
3557105;55;1;1;0
3557105;56;8;4;4
3557105;57;2;;2
3557105;58;3;;3
3557105;59;2;2;0
3557105;8;22;17;5
3557105;62;1;;1
3557105;9;8;1;7
3557105;64;94;94;0
3557105;65;1;;1
3557105;66;1;1;0
3557204;20;1;;1
3557204;2;1;1;0
3557204;3;2;1;1
3557204;6;2;2;0
3557204;56;2;2;0
3557204;8;2;2;0
3557303;3;5;5;0
3557303;6;2;2;0
3557303;9;1;1;0
